study_hours,sleep_hours,social_media_usage,screen_time,diet_quality,mental_health,physical_activity,attendance,stress_level,internet_usage,extra_curricular,time_management,performance_label
3.741523922560336,6.039249782608397,0.912766279103467,5.752208203539566,5,6,3.028768652604672,64.29207243317047,9,8.843564921415712,1,7.987629898198929,Medium
1.8790490260574548,8.34860062917257,1.2099746298794765,11.784056150364036,2,1,3.1594007962344257,53.55553541067184,8,1.2734162195901626,0,3.8020531863647484,Low
7.158097238609412,4.392138044793654,1.8025354396098807,1.7425280135220413,4,7,2.6352507824628186,67.28284677709297,8,7.414783792863258,1,6.109992607886904,Medium
4.961372443656412,5.891742026983662,2.007733290722384,6.705710938186545,5,7,2.91266888720368,87.16472376120383,5,1.416323703351555,0,9.83421126788135,High
2.0983441136030097,7.236947754252023,6.8049284627291025,2.973011502134315,4,10,3.4189410044493727,71.90558255166476,9,3.396211294546031,0,9.083297535986414,Medium
5.456592191001432,8.744338989033782,4.489782306260199,11.677441999507185,2,7,3.7655942358983707,90.88942152947098,3,5.474821632008978,1,9.573988852885298,High
1.3094966900369656,5.912515017592419,4.1871272909949315,2.246338552002106,5,10,3.6372619564306023,77.46631825930075,3,4.779448168134143,0,4.475227586757143,Medium
9.18388361870904,7.755348258622055,0.9181509749537398,5.439611025977504,2,1,4.348082288661309,96.48958613152516,1,2.7265250314090954,0,8.082352953069956,High
3.3290198344001523,9.315866489417122,6.88111754679548,9.116734833180669,1,4,0.9472171658370138,97.39317209995343,9,4.004334205383136,1,6.57908156584313,Low
6.962700559185838,7.695179129093828,5.78251442566787,8.750098708301898,2,7,2.0057398474589876,53.46522530093743,6,7.549357330548704,0,1.7446157475601698,Low
3.8053996848046987,5.397756848521802,0.5413468952000127,5.6500150058332546,4,9,4.738980330072286,72.82067198562122,2,7.023313833216834,0,8.415823502413588,High
5.680612190600297,4.146404689339228,5.662680777838149,4.811765847479901,3,5,1.9829528719316487,80.4844530624784,8,1.6463312538752413,0,7.093911487216282,Low
5.920392514089517,9.22059324340558,4.3483057387411685,5.373736164081576,2,2,0.6243503845296133,62.79362704061064,9,7.725842430155977,1,2.790256235637401,Low
2.6636900997297435,4.127616465102323,0.653802765974226,3.907038894745032,3,7,2.627225631810898,70.35383896894902,9,1.477412930773255,1,1.717647016865152,Low
9.726261649881026,9.248210036105196,3.6664051322292517,3.258662325774798,1,10,0.5474548627723108,83.88407705588492,2,5.88633750189806,1,8.533199175834977,High
7.976195410250031,7.173622804163272,3.877570297040376,6.313436673147789,5,1,1.014266193639326,61.33671134491807,2,3.3405647323797156,1,1.7101164654208096,Medium
9.455490474077703,9.634406191077378,1.326196321306206,3.9538713167436805,5,7,4.991593782854784,80.09906764872262,7,6.28921114803837,1,1.8221847882979296,High
9.053446153848839,8.792699414641993,7.5655851760022585,4.162078313869751,3,6,2.7068131919806597,84.8723914082153,4,3.351955563468117,0,4.846674591138838,High
6.381099809299767,9.987604663200024,6.7998029718452955,8.224316698220129,5,7,1.4202919452021452,54.524815554793335,1,9.86462172663248,0,2.2131804557752934,Medium
9.296868115208051,6.104270892710261,5.3521786986328665,11.653910648698814,2,10,4.9738747728695305,74.87646580137263,8,3.7875536535477865,0,9.223026376984475,High
1.7964325184672756,8.603129733586762,3.6983644880048576,7.640009206153126,3,3,4.832794592775716,63.15400149620954,2,3.177645721070464,1,5.232555426369131,Low
2.763845761772307,6.411585481655453,3.294124332676068,1.846774137714629,4,3,2.203695205421318,86.21931779990223,3,3.5061876182381138,0,6.122358825891143,Medium
1.4070456001948426,6.879253721823453,5.207787737207633,1.8314197523947366,2,7,1.302015543939542,59.477775426847025,5,9.068255715333658,1,9.352954805302787,Low
3.927972976869379,7.7650327793102205,4.363454955255244,11.465655429301226,2,2,4.19199819046095,94.61189577690533,3,6.725969458024103,0,5.772369030745137,Medium
4.498095607205338,9.242062685118032,0.4981848470550849,4.27019869338067,2,1,3.578103584858929,71.54706682591635,7,7.576156876786988,1,4.182320313615866,Low
3.442141285965063,9.904500815195771,4.1000211901626535,2.01273684690723,4,9,3.434707175017552,59.90015151537767,7,9.262094590849154,0,8.174395952342486,Medium
8.458637582367365,8.609640483187109,6.451228937862716,7.589490458654197,1,9,4.465568706612363,71.90108981751646,2,9.206852363605067,0,4.985651777276896,High
4.210779940242304,6.506600693004002,3.6739190207756645,7.8601365611929275,5,7,3.447085669356623,70.4371881404264,7,7.6505126192085475,1,3.8662248304207485,Medium
3.5284105871864266,6.528142013662421,0.4156526204341473,8.13355302130557,3,7,1.4189897152077457,71.44594797468551,6,2.7804198595719063,0,7.509065127449811,Medium
5.884264748424236,8.42549380953335,6.290225595072265,3.9414223064329543,1,3,3.4693158093786614,79.27806467487234,10,8.59035988607505,0,8.214451089517388,Low
2.2683180247728636,5.4326628746098145,1.6109102570877951,1.1662175263592254,3,10,1.5290675564183198,76.05868624567688,9,2.8339843077195734,1,8.125445508258442,Medium
8.219772826786357,4.6628446787883675,2.06896667910431,11.61516906399919,5,2,3.796194898284975,57.48885658404514,9,7.686089326885887,0,9.799069727158368,Medium
1.6709557931179373,6.127732945844659,1.3176508274583671,3.7598235026021274,4,7,3.0987392724578298,53.27895363233181,2,7.170427598903869,0,8.080002539874664,Medium
9.881982429404655,5.72343394992449,2.6417205189719803,8.436289168578021,2,9,0.3870577599237529,86.47077243632702,7,7.8299996512640195,1,7.929400923538176,High
7.9502029236699165,5.777848722735941,6.05401204550908,8.772928568665805,2,1,2.5641768121757105,77.98587179641567,5,5.794171126424342,1,8.717367283625983,Medium
2.7884411338075514,5.40164650629946,4.155086876031499,7.710081587874343,4,4,1.7165048459787047,67.95003840396319,6,6.748535640242976,1,1.0016667576589853,Low
1.0496990541124216,4.252559137818171,1.6390501932057004,4.44198133635013,1,6,1.6428531636614712,90.41789112490369,1,9.579880723908298,1,4.261882700689936,Low
8.339152856093508,4.107243608400482,7.022640625216327,3.9820587914047234,1,7,3.011281511886286,69.40292371304784,7,1.9097973475679342,1,7.638427864309799,Medium
7.361716094628554,9.92633433841619,7.0366548396122335,7.574351109729735,3,10,1.6116241223471244,89.79825448003038,6,3.7796254730345797,0,6.397471099992496,High
7.561064512368886,6.566638802415174,6.964627400368055,10.527051969728607,4,7,3.8844687410243632,65.28780637561873,4,6.502213117885442,1,2.598148023684559,Medium
7.941433120173512,6.30595988295809,1.9103696910523142,11.414071018157351,1,10,0.3539571800558722,53.64226487725999,1,9.676487171183403,1,3.733597801796908,High
1.6664018656068134,8.07788369615842,3.609914753447905,2.164963848441334,4,2,3.301941261979127,96.63198468999644,9,1.8601700289634104,0,4.031133499738961,Low
4.226191556898454,5.3095233271903854,7.879917249127001,2.7031147385749184,5,4,4.045974018283706,69.72755646406866,4,1.2029429937707778,0,6.110453000550844,Low
2.0428215357261674,9.699767103701351,6.176099810479923,11.392098846613877,2,5,3.3641584496021504,89.6346286424689,2,1.501746386232952,0,8.484384667969689,Medium
8.767930832880342,8.718070086493313,0.21733936980447854,9.101887511682719,2,1,2.4861459750999786,63.95720666111522,8,1.4716511781507893,0,9.392426017999119,High
6.609683141448022,4.536466013873557,0.5216367300839364,10.712932073127504,2,1,4.751535068680906,82.3182556061828,2,9.17034271999664,0,7.750831715682751,High
3.9780822236738427,6.50548465470957,3.711451014498662,3.2289589754887746,4,10,1.4996924489903178,93.66554366288642,5,7.491321171404422,1,8.586553511591289,High
1.5720251525742128,9.274709845372989,7.273761646892481,7.4634445822034206,4,3,0.09583943762488889,52.082201116999016,6,7.093957295766504,0,5.230863626063645,Low
3.79884089544096,9.668392133748462,4.309614383621714,8.71253553859221,3,10,2.1599468573172045,91.53178823430446,8,5.703155382356286,1,4.507977876600586,High
3.9266498982407234,6.804409067499218,3.982500064274322,8.4812307399167,2,3,0.16505967950163625,78.56665024859643,1,8.037573552749368,0,4.534376789297953,Low
7.566455605042576,7.680468335264246,0.8437895996530447,5.48966859953368,3,8,4.769683762632043,80.37358769542845,1,2.4008319348543172,1,6.544346755059614,High
6.738017242196918,5.002203676552451,5.254240837794352,1.1693438086043932,2,9,1.0495902287402576,76.15790004029913,4,4.527470708095937,0,2.1181303500022812,Medium
8.98491468318694,9.947011756821858,6.576825284801804,7.412186624846894,3,1,3.9446351197443974,93.72375516418212,5,5.4100382568790915,1,6.215447645112351,High
5.249934326457543,5.390030208300661,3.0433600600604986,3.7841169309756966,3,2,3.8728604158718243,52.17166786178187,9,1.9936854790905363,1,6.98619574165353,Low
2.0763482134447155,9.656390644810754,6.20489480740262,5.952796707571793,5,10,1.0886444984146677,63.051419576792405,7,4.775623384037653,1,4.95017866185615,Medium
7.419203085006955,7.897879893954211,7.715813231206493,11.53339116592199,3,2,3.1061326524008366,93.78812694295777,7,3.848516013363583,1,9.578504590940506,High
7.847065437552077,7.6464207692731545,1.6301316730215127,5.3893884940667816,4,4,0.24039484243225107,87.6172851265978,8,1.3202393121411637,1,6.473919451416177,High
6.051494778125466,7.076131066099052,4.18663704955793,10.237817673308694,3,2,2.4178729285193374,50.88225800893029,5,2.230618624563117,1,2.979995250129627,Low
7.938704619591049,5.384018870306552,2.2971036646766043,3.0739466632417622,2,7,0.07323563636243369,75.85031416048542,5,7.876331408507246,1,5.312946316901646,High
5.444160367279517,5.05916819203305,6.342835352270715,8.397065478275318,3,9,4.605719400904209,76.47863403563375,1,1.1623411855418002,1,7.078639934217645,High
5.704595464437946,5.322917254421052,4.62074692704926,11.747076498828378,1,7,4.8804301209978584,70.04410675639552,9,9.40827969186725,1,3.9126621212243107,Low
4.847869165226946,5.118629572865527,5.07665934040243,2.120824109602305,2,6,1.1114138331929264,64.86966660309949,6,1.7778216920251366,1,1.7167744566012084,Low
1.2287721406968566,8.67750684140052,6.383313276927153,1.0915193644991121,1,10,1.040530172981864,84.0862425206171,9,8.193142847831123,0,6.250920712397965,Low
1.97102284293974,6.100751555000381,3.167763781299639,5.769410718958758,2,1,3.7686008828106483,60.38952323523769,3,9.087548868491236,1,9.53083151757712,Low
1.2828626711806081,4.347056059380378,7.320720547256346,2.018880313565039,4,10,1.2668969941466723,89.94742810358531,5,9.470220263654024,1,5.365647870068564,Low
6.727693701374023,9.814615780844868,4.26423093796912,9.232227846438544,4,9,4.475382795809225,90.15185803837359,2,8.807293211463753,0,9.15498172582334,High
3.82920382968694,9.302715309780554,1.263638582682784,11.060035302334148,4,5,2.8696456806149113,70.76307187864103,10,3.587950354828989,1,8.515212295345247,Medium
5.577136220482325,9.566513699171278,5.56719294535042,5.774230699796347,1,5,1.7538881150515606,64.17740054548239,5,3.997784182046293,1,2.3267150527058504,Low
9.168098265334837,9.969446935878612,6.346090803506035,3.8458280637098508,5,6,4.1634687317471,64.19390907953566,8,4.838911287490683,0,7.373529296520138,High
3.2436300623398746,5.043371495316924,2.5340934165402134,5.778436509072708,2,9,2.467033502066976,74.1145661998105,2,2.2536702046639077,0,4.919189725647806,Medium
4.693446307320667,6.377452113415952,6.857434055990024,8.95792599635001,4,8,4.558164568542377,85.97896123746793,8,1.2004520956050149,1,3.252216927366432,Medium
7.799960246887438,8.549430854224548,7.249146038126131,1.0995957773840808,2,8,4.640071183646905,67.94343454969294,4,8.822094528529313,0,7.182445201000327,High
3.059183489424602,8.176123708322754,2.2152358990224714,7.483993884331669,1,8,0.8271007606420466,80.50216727288758,10,5.987158445894107,1,7.683946467907792,Medium
1.6928191884591368,4.92337543803913,7.8681717817217764,7.74620853376117,5,1,0.011617030659651362,69.12422302912972,10,6.478506479603947,1,2.619066868613549,Low
3.6077630762239123,8.894998749943706,1.1256922243900673,8.01457071585529,1,1,4.9196547007120115,65.22615945756917,1,9.342896273360157,1,9.230002138505876,Medium
2.4509915852860398,5.346643431019964,1.6161253472199197,3.662242879789649,2,8,4.530687680637397,51.24297579578971,5,6.986081603022541,0,7.760325195562968,Low
9.367278871083158,5.342905688935739,1.473798713904209,8.854579957159395,5,5,0.27722617851920706,50.19570528676953,1,7.21768153905832,1,9.400379492277718,High
8.273083416079754,7.221846537360482,7.151917680062963,2.0053063496495405,5,9,4.165171319705349,61.36038389160022,7,8.08271783593068,1,3.853658968873219,High
6.700633808593811,7.557639609050219,5.234340418599695,3.191973701134809,1,2,2.289024662796033,70.32031434004978,8,2.047136048716634,0,9.454015141686881,Medium
8.84314531168946,7.480517247026867,1.216834265778183,10.652170513199302,4,9,1.2948080251248761,92.56305836810301,3,4.241459378924124,1,4.316658920545428,High
8.23304869209203,4.548921024386529,3.522587346946792,9.12595465799223,2,8,4.393732618384649,89.92421214652127,3,9.713871349330297,1,1.4857278528465256,High
2.6791305299743224,9.264765175782282,4.922384200558416,1.1512010941247977,3,9,0.9833361619515363,63.3582631293995,7,9.30637070290546,1,7.86672449838121,Medium
9.0330309864098,5.593600255532237,0.6677126799150663,3.732138864067802,3,4,4.736499997100335,62.22702214921497,4,8.956677666791663,1,7.331573296795067,High
5.854080177240856,4.777089527696825,7.05933094725871,3.3584713129248103,1,1,1.0281074384967055,61.366103553501375,3,5.068796593050752,1,6.381198930369992,Low
8.266961396476564,9.332488479213863,6.428828283532281,3.9788696084066983,2,1,3.0684159386437178,66.96186702644334,8,8.714736582281251,1,5.409043699457566,Medium
9.06482169931144,9.73390898937852,4.041654188613106,3.7231574730787504,2,5,1.1154316726448743,74.90993597808426,3,1.4355629375118903,0,1.2894874329036825,High
3.8620312747467747,9.172765703592704,7.737012922073363,1.687789253171303,1,2,2.728343324843174,71.93338860157877,7,2.336656818314057,1,6.621375263681389,Low
1.9904673207490908,8.857096448349267,3.3420878342007976,6.0483456825650235,2,8,3.4198756495757063,60.91365993907469,2,4.725709286356487,1,4.751511537005143,Medium
3.051416462877475,7.93145188383413,7.8728825522919825,9.060068222647816,4,10,0.9511396541006878,56.5225704971809,1,5.350528600139138,0,6.041884624668505,Medium
4.843970097636307,7.305144223654835,5.3433599904290165,7.674048971891801,1,5,2.604428913503396,50.62889062430977,6,3.371564381687712,1,4.8638920777087264,Low
8.362132893302437,4.521920559468461,5.077370186031532,8.401588354578877,4,5,2.345298721950595,57.698161933325196,8,4.208290037630087,1,9.69450519488679,Medium
8.74657524930709,6.4507192784241925,1.32763916236628,1.8926409638986308,2,2,0.3551871070167062,85.2678185097059,1,2.4649849092283187,0,6.4369801103576245,High
1.0625691747807164,6.236131102073884,7.055422066437152,11.46639781194466,1,7,4.091539088376514,62.18192846727915,10,5.402206285443165,0,7.7431269754222045,Low
5.596725723198092,5.558522702561957,3.419917503364921,10.223410172273272,2,8,1.6784120032142087,73.43009050607549,9,8.144589635810751,0,9.42712252723975,Medium
4.7566990283390105,8.34052068213151,1.2978672462598349,9.85599350345229,1,10,2.872910987759398,79.56505744616223,3,6.952243542951751,0,6.324393906250657,High
2.9989702942365724,6.975254410472624,0.10086015980607232,10.052821855459442,2,1,2.573921174665672,94.34204514158036,3,1.9701302262898714,0,1.1085626604016068,Low
2.0787883060031453,4.486277295445888,4.478045469107061,11.259815589460375,4,2,2.566302522852211,94.44275491967097,4,5.388234430570445,0,1.3086251047948814,Low
4.038536542632651,5.3210992116988685,4.219196976981411,6.986793627250675,4,10,0.5361119710424372,87.28668668406794,1,7.278817445017524,0,7.321045906916757,High
9.486187335212673,8.099552581957575,5.7548289789532685,3.2031021965438846,2,4,2.117410046246664,51.75784960242507,9,5.769057668985471,1,3.5117662253615514,Medium
3.908826388186797,4.456785156941801,7.122064424142417,7.784619686377953,1,5,2.261833796032851,78.75352095427074,3,4.525080368819941,1,6.214417546131538,Low
5.669115595690295,9.107241484292611,0.6352526771442362,9.171696430347328,3,2,3.6682142018222423,89.32917354157533,10,6.597229791554904,1,2.8204946298160207,Medium
7.3271706300566,6.970879162083846,5.851971922722899,9.117091326894279,4,1,4.200094159603492,50.86440223816816,4,9.717747987702479,0,3.4322398755554273,Low
4.272666421413646,6.883519463959888,1.4992955527806577,6.735939265835681,4,9,2.7249113905000897,77.48423068282892,1,1.854171187894702,1,5.541769503532677,High
9.746038744488645,7.554446707957106,6.865416425257312,1.7530459126693585,3,1,0.4339147703249524,92.88820728930148,4,4.510144546728046,0,9.78012517020474,High
9.662025654479,8.948085795550895,6.552508110893249,5.082242322731406,2,4,1.1842473529827313,73.70510379211335,1,4.659452677414861,1,6.546434402882724,High
3.2660406624282774,6.086855247413158,4.326350039884355,11.128432693096931,1,2,0.8246701342636553,50.20531014487242,5,6.192705794215339,1,9.425332940617208,Low
5.475236553031469,8.068096915354381,5.681942388986492,7.428938007331686,2,4,0.6230753159456237,50.55066791678037,5,2.3695714169372613,1,9.634418689482528,Medium
3.707904788350927,7.394391783974746,2.514800905469987,6.921651375812848,5,8,1.8294964930890378,70.83180187068753,7,2.589787268834226,1,2.8729899677845667,Medium
3.5635644493972087,5.602169621016528,3.769343191462517,3.9573886582041284,4,8,1.1469675107719102,57.750433370837726,8,3.568252473980692,0,3.8007424222205,Low
1.3319825261907952,9.271779918130948,6.573095181683773,5.052938119082368,5,9,1.0915155590575614,83.22253285466297,4,9.602830389416676,0,7.9299305309683366,Medium
6.486079005819072,8.784556129641569,3.674121577385711,10.848806980684863,4,5,0.2734658728813383,85.4399632453077,7,7.606977231078123,1,8.800876020622095,High
5.524111209059753,7.950711007950553,2.8623861226035343,8.331093522795193,4,7,0.0883502239771694,58.89398977303143,4,6.955239715223529,0,5.6730406977057495,Medium
1.463308761249904,9.103490374565451,3.953699578002399,9.66125729427566,5,3,0.513841213248909,94.42666442622425,3,8.35261918654836,0,9.939034605524943,Medium
3.507818178129503,9.203765205758813,6.625994019497747,5.997799653744206,5,10,0.8609873971181653,72.0953922489463,6,2.1481882202502365,1,1.1041497887974323,Medium
9.174392973699883,8.250177860290208,2.681664378966982,7.932719414017737,2,4,2.1549186442410155,57.142295379596185,4,8.733995377513764,0,3.6963339002669406,Medium
3.1560570160027517,9.022079970182032,1.3900927450859504,3.732219696175283,5,10,2.552601306494223,88.21257990346977,3,6.353494424987536,0,6.608455783701219,High
2.304053848821008,8.184828770015702,5.696112162646246,8.76006913311835,2,9,0.7029595908668279,89.49872500083865,9,4.017961067130419,0,5.223609198437345,Low
5.405074842498067,8.080844630561803,6.607825701664654,5.703614670736711,2,10,2.1239167076209315,81.96477363327287,5,8.342697301711214,0,2.049426697859207,Medium
9.870854086995406,7.711668269291106,0.8050998281882666,5.868000662962201,2,10,1.7087442116296363,92.67327766012767,7,8.223080809137617,1,4.310083769325073,High
3.178497443603504,8.516299837345848,1.9189929020475578,8.142545570345698,4,1,0.9171182174897802,86.86864860153356,6,8.611377235450544,1,1.2290242896553516,Low
7.049219926652907,4.951630631758443,1.1357759180879512,11.299086836158192,4,2,0.034203740741817756,94.11028686134952,10,2.0396611009628396,0,6.784714414677515,Medium
7.854576537958458,9.28522455519357,2.783531292657333,1.7040698126948302,5,5,2.3350893326087085,71.69440242427397,5,9.724251204961984,1,9.034682886967197,High
3.1387378959315972,9.231061166471392,3.602807831243301,10.072175610817084,4,3,3.4282587463259966,87.37985640497212,7,9.63663538410758,1,8.96386711405113,Medium
7.553947137506736,4.175483698207355,5.990610695706452,4.216214214534125,5,2,1.131386670719035,99.98757817145221,6,4.217226809515674,1,7.295900263889918,Medium
4.3100481944732785,8.954900503388576,5.209180679053393,5.883113999570156,4,1,0.6590341494833968,86.24655987598096,10,1.5930461639072768,0,5.191931759481347,Low
6.690752475342215,4.773219204840672,4.967428539827449,1.2410466165250984,1,10,4.435213722234809,55.70918901185661,2,2.5035010252190713,0,5.608284568223407,Medium
6.7017673968480524,6.010713125554851,2.8189995728772352,4.311506856177443,1,3,1.375123862438989,75.91593612145914,3,9.935477429002272,1,2.232269415960966,Medium
5.821972156672826,8.461049537749647,6.7315804246780795,6.5289436689314355,5,1,1.118063098963324,79.3673895621514,2,6.0671164885449675,1,4.069153838072827,Medium
1.8126079304896747,4.9645593762898494,3.7702973391853165,1.6179368508218293,4,1,4.285484698049579,58.71053375356955,3,4.2095961894344684,0,2.689552679484463,Low
8.51772246030314,8.907802144714374,7.832839504121236,6.402053023214816,4,1,4.085535495833806,98.14458170890188,1,3.5938242446503494,1,8.390801830149591,High
3.8870205847456223,8.992805067746453,5.073137106365895,11.1982169174427,2,8,2.241732352623168,58.77898888173081,8,3.312925617798528,0,9.232785112041638,Medium
2.678666593598688,7.044806402565017,1.0101179325160219,2.1593253991858576,3,3,2.4461943071388728,58.87789598566114,6,6.977374885490338,1,5.832309352781054,Low
1.3669762739928752,4.038315230301001,5.409420496603472,9.408848008830548,5,1,1.08874352417011,95.75835689872775,2,4.774490483677173,0,7.549876364616496,Low
6.318036488694176,5.722228799049477,2.600832123453592,5.506381587135919,3,7,0.3915083523977875,73.26027165608355,8,9.688696294317504,0,2.0931829381641474,Low
7.098079256580542,7.701561510254454,5.490617573488779,8.206910859767717,3,10,2.867159126778305,53.15941396372581,6,7.154587275808253,0,6.476811789495145,High
1.1492904603507053,9.88711706816454,0.5571291852992459,3.862602577837523,5,3,0.49172460795106565,79.90937499692643,7,8.128401319440652,0,7.325119192400614,Low
5.608837524693529,7.7908811621000105,1.399051497407675,2.7544148879549413,4,8,2.246372734783249,80.09131743165239,1,3.634673937248439,1,5.074913165602607,High
3.0384619767814414,5.558821486384959,6.845898071246291,2.7650887569834905,5,4,4.7024859925650535,53.22503793432809,7,1.7126776819776326,0,3.1894577602362877,Low
6.806555113685048,7.804034218597668,1.817436456188119,1.775411402074591,3,4,4.764171945852922,98.6261247816831,3,5.390405536436929,1,8.896370684872522,High
2.569297861044923,7.239912278295133,6.69632900194352,3.0421137539136733,4,5,1.196661432736793,77.20149826472878,8,3.8312339189160456,0,7.686178479583502,Low
7.218439642922194,8.679072370906862,2.2342087076352835,8.30641323487865,1,6,3.120567100228272,77.98978610898821,6,2.818748485071313,0,9.098715536642755,High
4.480618116704837,4.64188383296175,5.143055280469661,10.698596730278588,5,7,2.370381320539288,76.00577072511973,4,9.573779177207753,1,8.36562382748041,Medium
9.43056989863061,8.566167415012167,5.553204588078648,9.95538254150278,5,4,4.37842563793053,80.536588982231,8,4.995893929078273,1,9.913369866209763,High
2.2376884973139393,7.247599472056661,4.1012380251604235,8.536477408619325,4,8,1.3571543213802661,63.214987638687745,9,2.572377328439071,1,2.7295545989300405,Low
